0,0.000151391,-0.000250227,2.97644E-05
0.005,0.000150466,-0.000249245,3.04781E-05
0.01,0.000149936,-0.000248646,2.95488E-05
0.015,0.000148599,-0.000247562,3.04154E-05
0.02,0.000147177,-0.000246763,2.95757E-05
0.025,0.000144682,-0.00024546,3.01182E-05
0.03,0.000142486,-0.00024457,2.80018E-05
0.035,0.000140369,-0.000243542,2.59256E-05
0.04,0.000140163,-0.000243496,2.01545E-05
0.045,0.000141615,-0.000243831,1.52086E-05
0.05,0.000145525,-0.000244694,9.86672E-06
0.055,0.00015017,-0.000243904,1.00289E-05
0.06,0.000156996,-0.000241438,1.35157E-05
0.065,0.000165222,-0.000236849,2.35851E-05
0.07,0.000172761,-0.00023245,3.48276E-05
0.075,0.000176593,-0.000227616,4.60287E-05
0.08,0.000178857,-0.000221856,4.72546E-05
0.085,0.000177358,-0.000216296,3.92712E-05
0.09,0.00017184,-0.000214956,2.11942E-05
0.095,0.000167842,-0.000215739,2.58221E-06
0.1,0.000171866,-0.000216234,-1.33128E-05
0.105,0.000180031,-0.000214755,-1.77754E-05
0.11,0.00018842,-0.000215458,-1.63384E-05
0.115,0.000193754,-0.000221288,-1.09167E-05
0.12,0.000197966,-0.000230055,-6.63031E-07
0.125,0.000203804,-0.000235715,2.34168E-05
0.13,0.000217049,-0.000238161,5.25903E-05
0.135,0.000231684,-0.000242048,7.64139E-05
0.14,0.000237661,-0.000254616,7.73829E-05
0.145,0.000233471,-0.000271224,5.16087E-05
0.15,0.000220869,-0.000281927,-2.21008E-06
0.155,0.000184768,-0.000276246,-7.14273E-05
0.16,0.000123509,-0.000257401,-0.000152121
0.165,5.76488E-05,-0.000239463,-0.000234986
0.17,1.91829E-05,-0.000240603,-0.000308913
0.175,2.25431E-05,-0.000267646,-0.000357266
0.18,0.000059343,-0.000314618,-0.000384604
0.185,0.000109636,-0.000364279,-0.000386659
0.19,0.000161197,-0.000396791,-0.000353258
0.195,0.000210529,-0.000387144,-0.000257113
0.2,0.000259832,-0.000329317,-0.000090258
0.205,0.000299102,-0.000257418,0.000137179
0.21,0.000315351,-0.000197806,0.000385224
0.215,0.000297904,-0.000133602,0.00060849
0.22,0.000249819,-6.10771E-05,0.000752976
0.225,0.000185606,-3.78726E-07,0.000796242
0.23,0.000133762,3.41569E-05,0.000740116
0.235,0.000110521,0.000047727,0.000619145
0.24,0.000110987,4.82771E-05,0.000464279
0.245,0.000118601,2.05235E-05,0.00028711
0.25,0.000129455,-5.97601E-05,8.05574E-05
0.255,0.000175826,-0.000161792,-0.000101653
0.26,0.000277987,-0.000242058,-0.000192851
0.265,0.000389188,-0.000300192,-0.000147031
0.27,0.00045978,-0.000336525,2.07487E-05
0.275,0.000481487,-0.000328685,0.000243323
0.28,0.000477391,-0.00028654,0.000381937
0.285,0.000464642,-0.000245333,0.000353604
0.29,0.000432785,-0.000222745,0.000221239
0.295,0.000378017,-0.000186393,7.60539E-05
0.3,0.00032055,-8.08569E-05,-8.24273E-05
0.305,0.000236164,7.53499E-05,-0.00028372
0.31,8.48577E-05,0.000206546,-0.000530276
0.315,-0.000110666,0.00026763,-0.000747185
0.32,-0.000271537,0.00023819,-0.000889316
0.325,-0.000317833,9.36069E-05,-0.000988526
0.33,-0.000231427,-0.000164391,-0.0010822
0.335,-7.10173E-05,-0.000481032,-0.00114997
0.34,7.04364E-05,-0.0007428,-0.00110668
0.345,0.000148204,-0.000872213,-0.000847555
0.35,0.000210354,-0.000879497,-0.000302957
0.355,0.000317167,-0.000752555,0.000487572
0.36,0.000466808,-0.000450791,0.00137049
0.365,0.000529621,-1.38838E-05,0.002193
0.37,0.000414254,0.000448083,0.00280495
0.375,0.000214078,0.000826324,0.00298657
0.38,0.000068446,0.00103747,0.00258522
0.385,3.24573E-05,0.00103957,0.00162776
0.39,0.000112908,0.00083109,0.000179343
0.395,0.000287045,0.000447953,-0.00160318
0.4,0.000512597,-8.10953E-05,-0.00337733
0.405,0.000751389,-0.00070143,-0.00481401
0.41,0.000989091,-0.00131025,-0.00576487
0.415,0.00122864,-0.00177284,-0.00613004
0.42,0.0014687,-0.0020133,-0.0058956
0.425,0.00165916,-0.00206827,-0.00512617
0.43,0.00176265,-0.00198962,-0.00400695
0.435,0.00178225,-0.00175383,-0.00281279
